danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,40riOy7x9W7GXjyGp4pjAv,391376,4
0.851,0.496,0,-11.149,1,0.241,0.527,1.96e-06,0.106,0.803,116.015,5HR0ti4siqbTIr1BitbZ7d,134504,4
0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,27rdGxbavYJeBphck5MZAF,217467,4
0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,2JqnpexlO9dmvjUMCaLCLJ,205463,4
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,2TIlqbIneP0ZY1O0EzYLlc,182161,4
0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom,190947,4
0.758,0.602,10,-7.909,0,0.094,0.0376,4.77e-06,0.111,0.519,155.038,61sqsOPon94ecMskeEXwev,176056,4
0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,7pdF27mSDuPWhppnHAmWHa,157777,4
0.812,0.524,2,-10.549,1,0.0656,0.617,0.0101,0.106,0.043,107.71,7bkZhh7uKi9b60fjob2XGt,219107,4
0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,12mGwph2YzDIlChtq3EdXP,273803,4
0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,2PIvq1pGrUjY007X5y1UpM,252227,3
0.82,0.582,2,-4.441,1,0.0454,0.428,0.0,0.0419,0.309,112.064,3ji4bcQugJj5B6NRGYDNwP,214027,4
0.777,0.812,2,-3.206,0,0.0598,0.0125,0.00233,0.0264,0.283,103.023,2JVbZEpewmqNlSzmXJTx2E,185105,4
0.411,0.909,8,-5.203,1,0.0381,0.00808,0.0,0.0995,0.719,194.042,0KhMj83N700Wrofm3hgyiN,213067,4
0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,0TwBtDAWpkpM3srywFVOV5,235933,4
0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,1G7DcLzPnopdZjLkev0K4e,227667,4
0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,2MfOcbtgz2yTsiznFmVZUN,261640,4
0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,1z6WtY7X4HQJvzxC4UgkSf,267413,4
0.652,0.897,7,-4.481,0,0.036,0.293,0.0,0.0722,0.475,114.033,1wsLHgXJ4SKIfd5ePSX1hD,193377,4
0.305,0.548,0,-8.839,1,0.0336,0.65,0.000546,0.184,0.36,74.586,4pMhwgF4a3R61AjEc9AbEh,243800,4
0.554,0.667,1,-10.226,0,0.0342,0.628,0.0,0.0486,0.597,112.749,63rva3TBizr6x1Yp5uwKfD,157960,4
0.672,0.595,5,-11.227,1,0.0331,0.0518,0.0,0.0882,0.871,108.897,4CB13d6Igb94cWMOQWY3JF,161160,4
0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,3SdTKo2uVsxFblQjpScoHy,180056,4
0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,0QwZfbw26QeUoIy82Z2jYp,166267,4
0.381,0.162,5,-12.44,1,0.0295,0.88,0.0,0.0882,0.345,96.744,1eqK5xetA9qkvZ8AMTjLt5,125533,4
0.279,0.454,2,-7.733,1,0.0316,0.395,0.0,0.198,0.216,150.661,40tAOP3DPqmVD6L1h45Jp6,274933,4
0.542,0.722,7,-5.065,1,0.0262,0.0516,1.18e-05,0.131,0.609,115.21,6KDG8vvFerlCU63IXdw1zb,272360,4
0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,6dmM5wn1naDT8X4ESj0E6I,182360,3
0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,0hCB0YR03f6AmQaHbwWDe8,333893,4
0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,3SdingSsFcZDZAyvcJbgAw,131867,4
0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,3zByVQLvdXUaDTubfWkpCk,203573,4
0.668,0.815,9,-8.998,0,0.0833,0.0326,0.00102,0.0498,0.785,117.809,6rhVKeUhQTGLIRmQOfc9Wo,628547,4
0.411,0.904,11,-6.017,1,0.0701,2.96e-05,0.00238,0.205,0.296,135.013,3lNa3w4dqpS6ktp7pErWm5,175078,4
0.477,0.426,6,-6.961,1,0.043,0.544,0.0,0.0903,0.789,184.866,6GrrkiCRO3HYdgRpO4eKEL,200067,3
0.592,0.74,2,-4.815,1,0.0281,0.000727,0.585,0.31,0.75,121.945,3kvwu9Dvc4y3Pw1aKvvUnK,154600,4
0.47,0.898,0,-0.694,1,0.0363,0.0138,0.0,0.117,0.767,170.078,2X37HQDqtRJOUllntXy3Fo,152529,4
0.518,0.813,0,-10.939,1,0.0564,0.141,0.0,0.742,0.821,173.473,3IWxhcxfOIUN25f4HryRfJ,124027,4
0.644,0.753,4,-8.296,0,0.192,0.0393,0.0,0.145,0.884,94.011,4EMJ0OvlQ0AeYx9Y72QiP4,194373,4
0.515,0.825,2,-5.513,1,0.0562,0.00177,1.13e-06,0.153,0.432,135.078,3yyhPLIqExSbLReq94NqqQ,247813,4
0.617,0.0608,6,-19.316,1,0.0295,0.424,0.0,0.144,0.616,79.974,6NFbGNDI13wYfrDH1WKeez,118107,4
0.293,0.817,8,-5.432,1,0.0852,0.0401,3.4e-05,0.13,0.145,165.0,4z21jCYxdhnEfvgqGSKByQ,347667,4
0.532,0.639,5,-7.419,0,0.0388,0.0507,0.00131,0.106,0.198,105.0,0wUxh6XMc698xPCfgBaPRV,193399,4
0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,60wwxj6Dd9NJlirf84wr2c,271427,4
0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,215733,4
0.546,0.508,0,-6.301,0,0.0266,0.0151,0.00109,0.116,0.385,153.721,118kolZnbJBQvbOl0D4C71,223667,4
0.469,0.771,0,-4.304,1,0.04,0.00799,0.0,0.381,0.427,77.179,28n62PUyuEnv5qpX3CLOzq,207898,3
0.547,0.939,11,-4.052,1,0.131,0.00591,0.0,0.227,0.557,103.933,6XS8t28Zl7a9LiZacsRdNK,206162,4
0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,4b4c0oH7PtrPsI86drzgFs,198800,4
0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,197936,4
0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99,214290,4
0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.44,126.996,6J7cSyvSCnPwv3vqHchEfL,243227,4
0.465,0.639,7,-7.259,1,0.0632,0.0169,0.00261,0.155,0.136,159.044,0mq8gFHMpr9Pc1603T7cdS,239733,4
0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,6RNDeRnWsRMjPdNVgupZCs,262240,4
0.352,0.846,4,-3.728,1,0.0792,0.000772,0.0,0.123,0.487,107.742,1CQGlr4a5Arc4FgdPDuVlp,201547,4
0.561,0.286,2,-10.917,1,0.0266,0.852,3.56e-05,0.116,0.409,90.004,2EcQY09CYgJ1qk6H1qZf8h,221720,4
0.473,0.774,3,-6.181,1,0.0457,0.0381,0.0,0.133,0.834,176.058,7wbcX8TQWe5QLV3exfXsLw,167253,4
0.293,0.93,7,-4.498,1,0.0795,0.00134,0.0,0.121,0.436,97.219,0Hqj0kIafXP22683XwiW1Z,198510,4
0.493,0.92,1,-3.835,1,0.0561,0.00852,0.0,0.0689,0.768,150.157,1R1olOduOmWbI8Pg3VSu9r,192447,4
0.479,0.889,9,-5.361,1,0.0486,0.023,0.0,0.403,0.848,162.196,600uJphkXUozS6gqifds9R,169573,4
0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,2wSAWEYUHkt92X4SBAPqZE,252773,4
0.439,0.422,8,-17.227,1,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,7G7tgVYORlDuVprcYHuFJh,236933,4
0.646,0.641,3,-6.522,0,0.0425,0.0353,0.0,0.108,0.881,134.027,4DbnKBddcHUHbYpidc36AT,216041,4
0.743,0.732,8,-4.511,1,0.104,0.0509,1.77e-05,0.227,0.339,123.994,7hf89cT5FEmLV5E9fjrjG7,203373,4
0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,7Hr2XoaGpIMKbNXCZDZ3le,214427,4
0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,6VrCmhRBFnuGKmtNfk4jDs,177600,4
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,0Dn40gxVCMo5TkgS8Ik18Q,196400,4
0.434,0.862,2,-9.589,1,0.102,0.00817,5.16e-05,0.945,0.261,96.156,504jTZvXdP8YYVtd19rfuX,321960,4
0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,66wkCYWlXzSTQAfnsPBptt,216000,4
0.554,0.891,8,-7.215,1,0.0621,0.00245,0.0356,0.266,0.441,96.053,1NqH3H7CX9ffRcCc7bnKvS,244480,4
0.662,0.433,10,-8.538,1,0.0703,0.682,8.76e-06,0.129,0.113,131.075,5Kuw0zF0A3nOSgwu8XLBsY,235410,4
0.842,0.668,1,-6.043,1,0.26,0.015,0.0,0.0699,0.345,92.703,5RjbFGeWVsCpw8EcE8OrvZ,333293,4
0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,22L7bfCiAkJo5xGSQgmiIO,299613,4
0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,78TTtXnFQPzwqlbtbwqN0y,188238,4
0.551,0.72,9,-6.476,1,0.343,0.476,0.0,0.0987,0.636,78.372,5DTEsSICroKNRTm9Akf4aa,209211,4
0.795,0.597,11,-6.395,0,0.0327,0.106,0.0,0.113,0.849,110.014,14ny3vlL25p6Vix2Sb8k1b,167803,4
0.52,0.847,2,-4.222,1,0.0741,0.00201,1.41e-06,0.325,0.612,120.255,10N1an5e2CqmvHd2aGOENW,195717,4
0.321,0.594,7,-4.335,1,0.0312,0.684,0.0,0.167,0.42,105.127,6DXgwM6N5JHTiRSpTP5rZS,226067,3
0.505,0.396,7,-7.172,1,0.0289,0.714,0.0,0.117,0.385,105.134,1v6VRHo2seYmTV5uxInOJn,230053,4
0.271,0.714,7,-5.124,1,0.0329,0.392,0.0,0.115,0.239,94.158,4OciRObYGzPzlU40U7YRc8,202347,3
0.657,0.68,4,-4.023,0,0.0362,0.193,0.0,0.207,0.25,150.128,1IblXMkNGNU6EEETuHbchd,194883,4
0.4,0.499,9,-11.518,1,0.0304,0.0168,0.0,0.0888,0.512,133.839,0ZcOAml4YjhrX9hQ9FKDXQ,297267,4
0.472,0.785,9,-8.426,1,0.057,0.0384,0.0,0.0472,0.881,141.748,21x3QTm6LO3Hl03X4wsYO3,268400,4
0.355,0.886,9,-7.042,1,0.107,0.0033,0.0,0.121,0.711,177.603,66UfwimCCWgjUQnIaKURfL,242400,4
0.399,0.75,2,-11.185,1,0.118,0.00481,0.000483,0.0748,0.745,197.679,5I8DslpztOwOpwERbGGDTC,225533,4
0.402,0.972,2,-3.057,1,0.0641,5.83e-05,6.25e-06,0.0974,0.229,106.567,2rpg0ln41LBKHqE9E7n2KX,194011,4
0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,5bVOX6eyHsML2sB4aMlZEi,230040,4
0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,6txWz9UapYHVxEd7dDIHXT,217107,4
0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,6gZVQvQZOFpzIy3HblJ20F,285200,4
0.622,0.59,0,-7.517,1,0.0363,0.00606,0.000702,0.286,0.526,91.089,3zTTvo1kI9JNCvSFQ9RsCK,273467,4
0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,54X78diSLoUDI3joC2bjMz,520787,4
0.439,0.341,6,-8.689,1,0.0309,0.485,0.0,0.101,0.108,133.813,7n58rrAfX4bhpushjjKSMk,233142,4
0.649,0.657,2,-6.607,1,0.0258,0.0348,0.000372,0.136,0.434,113.423,3VVstQ0fpj4pdSPe2QZT5z,281040,4
0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,6jreFSOTUAViWjKyzOC4Kg,190295,4
0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,5knuzwU65gJK7IF5yJsuaW,251088,4
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,61dCUoMCg28qEBzrW6htYM,227833,4
0.659,0.738,4,-5.072,0,0.0477,0.118,0.0,0.115,0.481,127.95,2lYTJK94hb0fd1LQtb6Dhk,183750,4
0.69,0.71,5,-5.144,1,0.335,0.25,0.0,0.108,0.726,192.068,1h9P5WJwyvK8OB7O2YiXgp,200747,4
0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,5BG3hnp2SmFmoBIs3YTqsm,217947,4
0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,203000,4
0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,0RTzJVkunbGwuRjXDFHnjf,251147,4
0.553,0.284,0,-15.602,1,0.0317,0.45,3.48e-06,0.114,0.374,136.112,7y5mfSJLUmPYmrI5hcCWnT,224600,4
0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,0S3gpZzlT9Hb7CCSV2owX7,251867,4
0.409,0.868,3,-6.236,0,0.0368,0.0266,0.0357,0.276,0.704,147.211,0SPBrxOUEMIKugXR4bFhxs,198707,4
0.526,0.713,2,-7.623,1,0.0253,0.00383,0.0103,0.379,0.566,97.571,4dlupPB3jYjgTuow5ayOkM,328427,4
0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,231333,4
0.511,0.867,2,-2.527,1,0.0339,0.0348,1.18e-05,0.0742,0.818,135.574,3fKKBZ6oHb4jH41mHShcBO,99147,4
0.436,0.711,0,-12.769,1,0.0348,2.16e-05,0.142,0.0912,0.386,145.581,1bqRtNOcT1QiV1j87IoATA,178733,4
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,4
0.57,0.368,6,-7.521,1,0.0802,0.356,0.0,0.0976,0.598,64.097,6liKLBAIOXGFuKONLG3PIs,177481,4
0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,58zsLZPvfflaiIbNWoA22O,200187,4
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467,4
0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,3u1S1OmAUhx5DRlLrXqyp3,194408,4
0.381,0.975,0,-2.258,1,0.156,0.0457,0.0706,0.0713,0.674,191.974,3Rw9J03nW964TruD23gfaS,221893,4
0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,6bS7DqTuzrpkluB7boWmw2,249760,4
0.557,0.621,7,-6.689,1,0.0232,0.181,2.79e-06,0.299,0.352,83.194,6tdfb23MLJvIYkQBHD1EFY,248307,4
0.648,0.681,0,-4.251,0,0.0937,0.404,0.0,0.329,0.488,89.947,4a1FFgdBIbAvyn4d40YAPZ,219429,4
0.717,0.0481,2,-18.158,1,0.0417,0.93,0.00014,0.126,0.361,110.492,3ZV87D1YcdCJhynXdTiqVu,181227,3
0.478,0.279,4,-10.959,1,0.0866,0.826,0.07,0.153,0.336,115.047,3WVBQjDRoUUTJnWVaUUEHL,337308,4
0.483,0.404,6,-11.894,1,0.0279,0.00321,0.000133,0.285,0.745,180.036,0tuFNlbl3WHYgNfCxWTzDN,241717,4
0.759,0.804,11,-4.988,0,0.0319,0.0549,0.0,0.0782,0.96,121.94,50SEeQXOJgaXPv2S0v7ded,154547,4
0.737,0.948,6,-5.316,0,0.0991,0.0112,0.0,0.276,0.949,150.017,6ezGKsDStBmwVNkP3pL0Oz,170798,4
0.48,0.521,9,-7.952,1,0.036,0.539,0.0,0.264,0.444,89.648,16arvMoCFMg8lLDUHai83x,237480,4
0.648,0.606,9,-5.067,1,0.0396,0.123,0.0,0.161,0.472,99.963,6pm28zwDGE8PpoxUFV861g,201867,4
0.736,0.943,4,-3.614,0,0.0822,0.31,0.0,0.0688,0.906,89.987,73wItGsQ5v8tcm0huUtfs5,177573,4
0.653,0.647,4,-7.028,1,0.0437,0.201,0.0,0.0753,0.936,156.28,35RlhfkfwbSI5dCBDBWIT0,256693,4
0.614,0.464,10,-7.12,1,0.043,0.577,0.0,0.359,0.719,144.645,7tYZbAPb7p9mkzvkGNveq4,218107,4
0.751,0.444,0,-13.842,0,0.0377,0.434,0.0,0.303,0.956,116.401,2SZWtoroRuSM60jzsXqVc9,197227,4
0.7,0.509,4,-8.622,0,0.0582,0.599,0.0,0.151,0.867,155.707,0V7iPl67ctA3MioAzO2ae5,171040,4
0.551,0.736,5,-5.077,1,0.0337,0.466,0.0,0.134,0.836,77.823,2oFutWuJCmhePvCTlrpqLc,227440,4
0.545,0.306,7,-20.383,1,0.0326,0.475,0.0,0.114,0.771,153.168,4LhxdvP3lfgH3ciOyO1BX1,258507,4
0.512,0.511,2,-8.645,0,0.03,0.662,0.000199,0.209,0.589,89.499,6U03Orwr5Dxt8jahLnQpYV,179293,4
0.67,0.523,11,-11.508,1,0.0314,0.685,0.0,0.136,0.693,126.474,3pUQEJXwmnooceL5DqluNA,249280,4
0.454,0.803,5,-7.768,0,0.0403,0.0378,1.03e-06,0.19,0.403,106.251,6PkaFe1OrijLrChCBGrdAY,209227,4
0.421,0.7,2,-9.032,1,0.0312,0.349,0.0227,0.134,0.585,164.265,0n1DEZTEONNwiUraPQY675,233560,4
0.405,0.181,2,-13.796,1,0.0313,0.768,0.000242,0.0931,0.746,182.783,4yIMA2EvwPUVXeYxZgajwf,122067,3
0.55,0.408,2,-8.487,1,0.0327,0.481,0.00029,0.0802,0.709,134.068,4xWKYStXoKsDkekko5vQb3,129693,4
0.605,0.37,7,-6.094,1,0.0413,0.878,0.000201,0.0856,0.477,123.649,4QK5WwYwZz7t5hmUDyIoqv,156080,4
0.541,0.334,7,-18.603,1,0.0564,0.418,0.0,0.067,0.606,101.622,6lCcA1ugWuQPBCHXecSwc8,294360,4
0.567,0.333,4,-17.687,1,0.0425,0.54,0.0,0.0736,0.53,107.895,7oo3L1ZPEQSavDVSnlOvDa,258027,4
0.506,0.794,11,-5.884,0,0.0551,0.639,3.45e-05,0.0763,0.731,154.582,5iq4NDi4fznJJRLL1rXNE4,266867,4
0.655,0.239,5,-15.52,1,0.0294,0.697,0.000173,0.18,0.328,107.746,1CvlVbRa6qKEvS8YL8YliV,284067,4
0.458,0.754,2,-11.326,1,0.0906,0.368,2.44e-05,0.878,0.797,135.225,4Jpx1DL37PvEcP3egmYk2D,286307,4
0.514,0.761,11,-7.729,0,0.128,0.486,3.4e-05,0.886,0.717,148.17,0xoXBPFv9kTF3WSgwqIgtv,223581,4
0.669,0.629,9,-10.461,1,0.0405,0.232,0.0,0.0931,0.924,111.598,2CoKGyZavJWTFUPyvWoj0b,258987,4
0.366,0.578,4,-7.91,1,0.049,0.702,5.94e-06,0.181,0.193,91.776,3eVyDZXJPJzUKkyWP6eLyc,231359,4
0.491,0.498,2,-7.658,1,0.0821,0.302,0.0,0.0734,0.478,143.719,2ZC8sdv4Kvuql7Q9T8Agzv,261600,3
0.646,0.344,10,-15.866,1,0.125,0.822,0.0,0.117,0.531,143.613,6cTSnW3rCxr5IzrArrqiMP,215267,4
0.585,0.444,8,-8.805,1,0.0426,0.638,4.92e-06,0.122,0.442,148.05,62hLOAVwp0V2aFuT7sEQC9,228720,4
0.743,0.485,0,-9.604,1,0.0452,0.821,0.0,0.0817,0.512,101.975,4xISjdYpFEMsAFC2ax7OVE,196907,4
0.667,0.62,6,-10.882,1,0.0376,0.00319,0.00126,0.0787,0.902,93.802,4N0jzlww37WI6oGuqMSG3w,328360,4
0.384,0.278,9,-14.796,1,0.0308,0.565,0.0,0.661,0.321,130.539,4REz0vhUp3WbvlUecwSUOi,154187,4
0.8,0.446,7,-10.807,1,0.0316,0.386,7.71e-05,0.0515,0.718,107.704,1PGIOBS3PCxqXhezIo5PLZ,271533,4
0.645,0.535,4,-8.555,1,0.0286,0.157,1.8e-05,0.72,0.5,136.464,59ONqMEvrUq2iaiQbfRc3q,212493,4
0.782,0.705,11,-9.16,0,0.038,0.416,0.00179,0.0743,0.902,116.967,0SrDqCmn2ClzEzNkAZYc2Y,213933,4
0.65,0.361,7,-10.614,1,0.0328,0.722,0.0,0.097,0.54,132.839,5Te6AchmV1n93VD6DUDN3X,195000,4
0.643,0.501,11,-7.981,0,0.0424,0.117,0.0463,0.239,0.394,94.514,7xpDGoUGbtaquk5xMvzwTh,266080,4
0.67,0.822,9,-6.687,0,0.057,0.67,0.00115,0.132,0.833,145.56,2GplG03rw0CN2EMLzPJZAl,196987,4
0.361,0.596,6,-8.152,0,0.0375,0.493,0.000138,0.162,0.574,84.847,3KYlOzxN5xO7eEauO1VF06,250453,3
0.544,0.689,2,-5.884,0,0.0322,0.11,0.0,0.168,0.215,133.002,2Ktn7Hg3jocizpfzYJKLty,250373,4
0.402,0.405,7,-10.719,1,0.0459,0.63,0.0,0.71,0.299,143.143,6Zo58fraaPpTUUdYHwH0sf,143839,4
0.3,0.7,2,-6.567,1,0.036,0.53,0.0,0.186,0.398,165.642,6HhXiy5XZ81Pyv3yCZMtj1,246493,4
0.424,0.713,0,-7.406,1,0.049,0.533,0.0,0.741,0.461,151.281,6nq1UXqPzEPPIG54YMSnhn,257106,4
0.392,0.47,9,-4.975,1,0.0305,0.253,0.0,0.112,0.119,71.803,1QjC2KRzi0Nm3L4AAREwnY,213573,4
0.536,0.511,9,-7.221,0,0.0291,0.327,0.00056,0.844,0.38,123.997,6abOIvFKsOkJ10I50XwhZ1,286877,4
0.581,0.731,7,-5.189,1,0.0289,0.192,0.0,0.405,0.579,127.582,2R0478PhcwKMYLTiJHAuTH,233533,4
0.808,0.412,2,-10.631,1,0.0267,0.666,4.76e-06,0.122,0.724,108.041,1wLqPjSFDIH59nhQ5Th5XT,239933,4
0.31,0.398,9,-9.758,1,0.0291,0.719,0.0343,0.121,0.246,110.131,0QDXiLDkxOPlqwAsCCSggx,349574,4
0.652,0.302,0,-10.681,1,0.0379,0.799,3.32e-05,0.112,0.234,140.026,06XSmh92M0FIYNGC4Ss0CX,218040,4
0.718,0.347,9,-11.19,1,0.044,0.473,0.0,0.457,0.583,110.959,7kIU2N7KyDpyFTmgunErGL,166626,4
0.411,0.937,1,-5.301,1,0.149,0.103,2.42e-06,0.152,0.727,103.393,75b4ikzsyoDj8UeXPVP55W,161613,4
0.427,0.817,3,-5.196,1,0.0385,0.0445,1.67e-05,0.0801,0.458,148.234,0aASUtDb1N96NJDwmWj5Gf,212200,4
0.646,0.48,2,-7.219,0,0.0262,0.682,9.89e-06,0.153,0.483,77.002,4QUHJVXhwt14EzC0zOGa2I,251867,4
0.4,0.889,1,-3.88,0,0.0443,0.00183,0.557,0.278,0.562,162.973,1h4ehUxAs8tKqHIuYJfWEl,197787,4
0.519,0.921,6,-3.882,1,0.0329,0.165,0.0361,0.364,0.588,153.97,3yrfljvmTfyulORy5fEQy1,169027,4
0.604,0.748,8,-6.604,1,0.0234,0.328,0.0023,0.116,0.808,90.026,7kcvNpXgI4FobWtbPrTgvw,260013,4
0.37,0.86,11,-3.463,0,0.033,0.233,0.000122,0.314,0.704,80.648,3Efo6Zoa9CesnKCNmuutVj,278453,4
0.604,0.827,8,-4.354,1,0.0288,0.0085,0.0,0.155,0.579,118.074,3HNrocc30SFRPo0DAPaECY,199664,4
0.605,0.288,5,-7.765,1,0.0257,0.523,0.0,0.0968,0.249,138.039,3bReYWGDgKv3eiWDlUfX7q,218173,3
0.425,0.474,7,-7.806,1,0.0314,0.613,2.44e-06,0.228,0.379,128.631,0YBq701BXkMaK6V5UyvOpT,301347,4
0.671,0.508,2,-8.331,0,0.0289,0.792,1.99e-05,0.141,0.158,113.99,5Y1mguQcl8TbHgS12atuVy,221253,4
0.669,0.858,9,-4.57,1,0.0343,0.00619,1.4e-05,0.278,0.543,121.676,1HNgL6aWQQPLgIl636qBO2,212067,4
0.412,0.48,7,-7.907,1,0.0485,0.405,0.0,0.364,0.473,106.552,4BfgeTNNQam4KbbTwpaHdf,172920,3
0.535,0.668,9,-6.017,1,0.433,0.255,8.89e-06,0.0514,0.541,142.983,2Wo9g52HBAuThdJaUEYKdY,151173,4
0.36,0.55,8,-7.01,1,0.0783,0.353,5.37e-06,0.191,0.341,154.257,3eMkpAa2ntFVStoZ91XoD9,217573,3
0.387,0.154,10,-11.68,1,0.0405,0.967,0.000113,0.113,0.306,83.347,4Qq8rERaPWkDuZsvSWR9LL,222107,3
0.527,0.926,4,-4.083,1,0.0572,0.00257,0.000841,0.118,0.819,152.02,728XAiuVhQZzciiurywuAP,284960,4
0.51,0.802,5,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,2aZ2Co4NeQRsqWcU930zHT,242507,4
0.547,0.778,1,-4.529,1,0.0276,0.000111,0.0136,0.138,0.16,136.98,3aVyHFxRkf8lSjhWdJ68AW,262000,4
0.581,0.921,7,-4.454,0,0.0353,0.00627,0.000108,0.395,0.437,124.447,2NiKqnDaUJHq8l67t4509u,239333,4
0.55,0.314,7,-14.133,1,0.0326,0.895,0.0107,0.188,0.595,90.088,76bcaYeKOKTrj9lEc9BZFU,394707,4
0.573,0.806,0,-10.978,1,0.0356,0.151,0.0116,0.405,0.934,186.328,6QqK6a1CmV4L504uMQaGDH,237507,4
0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,1ynmMEK1fkyiZ6Z6F3ThEt,216533,4
0.314,0.855,2,-7.907,1,0.034,0.447,0.854,0.173,0.855,104.983,7kl337nuuTTVcXJiQqBgwJ,451160,4
0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,1a2iF9XymafjRk56q7oCxo,219587,4
0.429,0.665,4,-9.681,1,0.14,0.406,0.00011,0.409,0.543,160.499,1eujVQsT9v7ZTtvAkTEdZr,266240,4
0.704,0.106,0,-15.169,0,0.542,0.939,0.0,0.0674,0.521,86.763,1MntHPLU1T7a9W4tojbg8g,107867,4
0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,2AxCeJ6PSsBYiTckM0HLY7,313373,4
0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,2aoo2jlRnM3A0NyLQqMN2f,240800,4
